venue_name,venue_id,city_name,n_events,n_artists,first_event,last_event
SoundBite Studios,33d47cf9,Los Angeles,2,2,2019-11-02,2019-11-02
VFW Post 3197,6bd20e22,Baldwin Park,2,2,2018-09-15,2018-09-15
Auburn Placer Performing Arts Center,3bd7181c,Auburn,2,2,2019-09-21,2019-12-13
Low End Theory,43d79b03,Los Angeles,2,2,2018-08-08,2018-08-08
Parq Restaurant & Nightclub,5bd20b1c,San Diego,2,2,2018-09-23,2022-10-07
Leo J. Ryan Park,53d0035d,Foster City,2,2,2018-08-03,2019-08-25
Brew Craft Coffee,1bd0c1a8,Redding,2,2,2020-01-06,2020-01-06
"California State University, Sacramento",13d39149,Sacramento,2,2,2018-09-21,2018-10-18
SacYard Community Tap House,13d1751d,Sacramento,2,1,2022-10-28,2022-12-02
Mare Island Brewing Co.,5bd27384,Vallejo,2,1,2018-11-10,2022-09-24
Private Venue,13d2e1f5,Piedmont,2,1,2020-02-07,2020-06-20
The dA Center for the Arts,3bd1fc2c,Pomona,2,2,2020-02-14,2020-02-14
Private Venue,bd34996,Marin County,2,2,2020-06-07,2020-11-11
The Events Center,53d393d9,Valley Center,2,2,2019-08-30,2019-09-14
La-La Land Gallery,6bd33ac2,Los Angeles,2,2,2020-01-17,2020-01-17
Marriott Suites Crystal Ballroom,1bd3d118,Garden Grove,2,2,2019-11-09,2020-01-15
Space 15 Twenty,23d64473,Los Angeles,2,2,2020-01-17,2020-02-14
The Resident,4bd123ca,Los Angeles,2,2,2018-11-13,2018-12-05
The Grove,6bd3fe02,Los Angeles,2,2,2019-10-05,2021-12-05
Beach House,bd0fdc2,San Diego,2,2,2022-09-01,2022-10-21
The District Lounge,3d4dd0f,Orange,2,2,2020-01-25,2020-02-22
Blackhawk Plaza,bd52d16,Danville,2,2,2019-08-16,2019-08-23
Ribald Brewing,63d07257,Nevada City,2,2,2022-10-27,2022-10-29
The Last Call,43d02b2f,Los Angeles,2,2,2022-09-17,2022-11-30
Lem HQ,13d3e55d,Los Angeles,2,1,2019-09-19,2020-01-16
Laughing Monk Brewing,63d06683,San Francisco,2,1,2022-09-23,2022-11-12
Private Venue,6bd306f2,Palm Springs,2,2,2020-05-01,2020-05-18
Tromaville,43d0cb03,Los Angeles,2,2,2021-12-12,2022-10-14
Stanislaus County Fairgrounds,13d29d75,Turlock,2,2,2022-09-17,2022-09-17
Burbank Hilton,bd6c54a,Burbank,2,2,2022-10-27,2022-10-27
Social Hall SF,3d589db,San Francisco,2,2,2022-08-26,2022-12-17
Lewis Family Playhouse,4bd45f72,Rancho Cucamonga,2,2,2018-09-15,2022-11-25
"",63d29ae7,Carlsbad,2,2,2022-09-20,2022-10-16
Chico Elks Lodge #423,3d2b1cf,Chico,2,1,2019-10-13,2020-02-29
Coco Beach Presents,43d057d7,Long Beach,2,2,2022-10-25,2022-10-25
The Lash,bd411e2,Los Angeles,2,2,2022-12-11,2022-12-11
Old Town Blues Club,63d1a21b,Temecula,2,1,2022-09-17,2022-10-30
"",53d7af91,Sacramento,2,2,2018-08-06,2018-08-26
Lucca Bar & Grill,3d19d87,Benicia,2,1,2022-09-03,2022-10-01
"VMware, Inc",bd29146,Palo Alto,2,2,2018-10-26,2022-10-21
UC Davis Botanical Conservatory,2bd004fe,Davis,2,1,2020-04-03,2020-08-07
Downey Theatre,1bd6d184,Downey,2,2,2019-12-13,2019-12-13
Decades Bar and Grill,63d3be8b,Anaheim,2,2,2018-12-22,2020-02-13
Metro,13d2ad6d,Lafayette,2,1,2018-08-24,2019-08-23
Palihouse West,43d2672f,West Hollywood,2,2,2018-11-29,2018-12-31
"",23d67c3b,Santa Barbara,2,2,2020-02-09,2022-08-26
Burton Chace Park,53d39fb9,Marina del Rey,2,2,2018-08-04,2018-08-18
NBC Studios,5bd62f00,Burbank,2,2,2018-10-10,2018-10-10
Berryessa Brewing Company,63d226bf,Winters,2,2,2018-08-04,2018-09-30
University of San Francisco,bd76942,San Francisco,2,2,2019-10-19,2020-02-29
The Date Shed,73d48e05,Indio,2,2,2020-01-17,2020-01-17
Tooth & Nail Winery,43d517af,Paso Robles,2,2,2018-09-13,2022-09-02
Folsom Hotel Saloon,63d0faa7,Folsom,2,2,2021-12-09,2022-12-22
Memorial Park,6bd20a22,Albany,2,2,2018-09-26,2022-08-27
Del Mar Fairgrounds Grandstand,6bd08a5e,Del Mar,2,2,2019-10-06,2020-10-10
StageIt.com Studios,2bd3687e,Los Angeles,2,2,2020-04-08,2020-09-12
Civic Center Plaza,3d431e7,San Francisco,2,2,2018-09-26,2018-09-27
Protector Brewery,73d136a1,San Diego,2,2,2022-10-15,2022-10-15
"University of California, Riverside",3d3953f,Riverside,2,2,2019-09-28,2022-11-19
The Stardust Club,1bd49540,Downey,2,2,2018-10-27,2019-10-05
Winters Tavern Motherlode Grill,13d3c549,Sonora,2,2,2018-09-23,2018-11-09
Top of the Mark,bd571c2,San Francisco,2,1,2018-12-28,2018-12-29
The Riptide,7bd2521c,San Francisco,2,2,2020-02-22,2022-09-17
Artist In The Alley,63d026c7,Pomona,2,2,2022-10-08,2022-11-12
Guitar Center West LA,33d20cd1,Los Angeles,2,2,2018-09-11,2018-11-03
The Conga Room,23d71007,Los Angeles,2,2,2018-12-07,2022-12-20
Humdinger Brewing,73d0267d,Arroyo Grande,2,2,2021-12-18,2021-12-18
Memorial Auditorium,23d2942b,Stanford,2,2,2018-12-15,2019-10-03
Beach City Music,3d09d97,Inglewood,2,2,2020-07-22,2020-07-22
Red Cove,2bd2085e,Ventura,2,2,2018-08-23,2018-09-14
Redwood Cafe,6bd2aa36,Cotati,2,2,2019-08-15,2020-01-25
Festival of the Arts Ground,4bd36fae,Laguna Beach,2,2,2019-08-22,2022-08-30
KROQ-FM Studios,73d08eed,Los Angeles,2,2,2018-10-17,2019-12-13
Woodlands Hills Country Club,6bd222ae,Los Angeles,2,1,2018-08-10,2018-08-10
Veterans Memorial Auditorium,1bd49508,Grass Valley,2,2,2018-11-16,2019-10-15
KCSN Studio,6bd70e5a,Northridge,2,2,2019-09-25,2019-12-16
Sebastopol Community Cultural Center,73d39681,Sebastopol,2,2,2019-09-20,2021-12-14
The Lab,13d11da9,Hawthorne,2,2,2022-10-27,2022-10-27
"",2bd7ecf6,Concord,2,2,2018-08-04,2019-12-18
Crosscity Christian Church,23d05893,Fresno,2,2,2022-10-14,2022-10-14
Golden Gate Park Polo Field,5bd577a4,San Francisco,2,2,2019-10-04,2020-07-25
The Barkley Restaurant and Bar,1bd12184,South Pasadena,2,2,2018-08-02,2018-08-02
Private Venue,2bd1f4ae,Saratoga,2,2,2020-10-03,2020-10-03
Vroman's Bookstore,43d0531f,Pasadena,2,2,2018-10-15,2022-11-03
Deer Park Villa,43d27337,Fairfax,2,1,2018-11-04,2019-08-25
The Museum of Northern California Art,5bd3a314,Chico,2,1,2018-12-15,2019-12-14
Richard's Goat,7bd576cc,Arcata,2,2,2019-08-30,2020-02-17
Trione Vineyards and Winery,7bd066b8,Geyserville,2,1,2022-09-25,2022-09-25
Castle Rock Restaurant,63d3ba1f,Livermore,2,1,2018-12-29,2019-12-14
The Purple Orchid,13d3ad0d,El Segundo,2,2,2018-08-03,2018-08-03
Private Venue,3bd31070,Sunnyvale,2,1,2020-04-11,2020-04-25
Giant Rock,7bd00e30,Joshua Tree,2,2,2020-03-01,2022-10-18
Pepperdine University,63d47a2b,Malibu,2,2,2019-09-21,2021-12-15
Golden Sails,3d719a3,Long Beach,2,1,2018-11-30,2018-12-31
"",2bd7989a,Fresno,2,2,2020-02-19,2020-02-26
Chinatown Youth Center,63d7f653,Fresno,2,2,2019-10-26,2019-10-26
Harvelle's Long Beach,13d1fd89,Long Beach,2,1,2019-11-03,2020-01-03
Highpoint Brewing Company,2bd1207a,San Dimas,2,2,2022-09-17,2022-12-17
Navajo Live,3bd23804,San Diego,2,2,2020-03-11,2020-03-12
Newport Dunes Waterfront Resort & Marina,73d77e4d,Newport Beach,2,2,2020-03-07,2022-10-22
Elks Lodge,6bd20602,San Rafael,2,1,2018-12-22,2021-12-18
San Jose Improv,53d77b39,San Jose,2,2,2018-08-02,2022-09-24
Back Bar SoFa,1bd5e580,San Jose,2,2,2020-01-26,2020-01-26
Pala Events Center,2bd398ae,Pala,2,2,2022-10-14,2022-11-04
War Memorial Opera House,3d63d0f,San Francisco,2,2,2018-12-05,2022-11-29
Aviator Nation Dreamland,1bd04168,Malibu,2,2,2022-12-03,2022-12-11
Mardi Gras Lounge,53d0f371,Redwood City,2,1,2018-08-05,2018-10-06
Samba By The Sea,63d0fed3,Redondo Beach,2,1,2022-12-30,2022-12-31
Ohm Nightclub,1bd5cd3c,Los Angeles,2,2,2018-11-16,2018-12-20
Noe Valley Music Series,3bd604f4,San Francisco,2,1,2019-10-11,2019-10-12
Idol Beer Works,7bd272d4,Lodi,2,2,2018-11-09,2018-11-11
Cold Spring Tavern,1bd2d99c,Santa Barbara,2,1,2022-08-27,2022-11-27
Osher Marin Jewish Community Center,33d394ad,San Rafael,2,2,2018-10-27,2020-02-23
Magic Box,53d0cf3d,Los Angeles,2,2,2019-10-26,2022-08-28
The Green Room Social Club,53d0dbbd,Placerville,2,2,2020-11-13,2022-10-14
Lestat's Coffee House,4bd7a39e,San Diego,2,2,2019-09-27,2019-10-27
All Saints Church,23d3b453,Pasadena,2,1,2018-11-16,2022-12-09
Bristol’s Cider House,5bd0770c,Atascadero,2,2,2022-10-16,2022-11-13
Fais Do-Do,4bd08bc2,Los Angeles,2,2,2018-08-04,2018-10-06
Janet & Ray Scherr Forum Theatre,33d39011,Thousand Oaks,2,2,2018-09-29,2018-11-23
Table Mountain Casino,23d6d807,Friant,2,2,2018-08-14,2020-02-11
Black Cat,2bd3b4c6,San Francisco,2,1,2020-02-20,2020-02-21
"California Polytechnic State University, San Luis Obispo",33d39439,San Luis Obispo,2,2,2018-09-27,2019-09-19
Commerce Casino,23d57803,Commerce,2,2,2022-08-25,2022-08-25
Norwegian Jewel - Stardust Theater,3d04177,Los Angeles,2,1,2022-10-26,2022-10-31
Great Change Brewing Company,7bd06a04,Bakersfield,2,2,2022-09-16,2022-09-16
Dougherty Valley Performing Arts Center,bd729da,San Ramon,2,2,2020-02-22,2022-11-05
The Epic Lounge,23d59c23,Downey,2,2,2019-11-02,2022-11-26
RingCentral Coliseum,43d1b7e3,Oakland,2,2,2022-09-14,2022-09-14
Hangar One,5bdf8bf4,Mountain View,2,2,2018-11-04,2019-11-03
The Doll Hut,13d37121,Anaheim,2,2,2020-02-26,2020-08-08
Indie 103.1 Jonesy's Jukebox,3bd614f4,Los Angeles,2,2,2018-08-15,2018-12-06
Brain Dead Studios,33d080d5,Los Angeles,2,2,2022-09-20,2022-11-14
The Frida Cinema,73d4dadd,Santa Ana,1,1,2021-12-11,2021-12-11
West End,63d2de83,Santa Monica,1,1,2018-10-27,2018-10-27
Ukrainian Culture Center,3bd6d894,Los Angeles,1,1,2021-12-09,2021-12-09
The Methodist Church of Echo Park,3d7ddbf,Los Angeles,1,1,2019-10-26,2019-10-26
Rock & Roll Pizza,23d02cc7,Camarillo,1,1,2021-12-07,2021-12-07
Victoria Theatre,7bd766c4,San Francisco,1,1,2019-11-14,2019-11-14
The State Theater,6bd03eea,Oroville,1,1,2021-12-31,2021-12-31
Boiler Room,6bd29a1e,Los Angeles,1,1,2020-08-13,2020-08-13
Thunder Studios,33d3503d,Long Beach,1,1,2020-10-24,2020-10-24
The Oasis,3d3e59f,Paradise,1,1,2019-09-20,2019-09-20
The Drake,2bd32c8e,Laguna Beach,1,1,2020-02-01,2020-02-01
DoubleTree by Hilton Hotel,bd3e9e2,San Jose,1,1,2019-09-13,2019-09-13
The Phoenix Club,73d5f6e9,Anaheim,1,1,2020-01-16,2020-01-16
FRiEndSkNOw,33d3c085,Fresno,1,1,2019-12-20,2019-12-20
J Street Recorders,3bd004f8,Sacramento,1,1,2020-05-05,2020-05-05
The Kibitz Room,1bd4fda0,Los Angeles,1,1,2019-11-09,2019-11-09
Rebel Lion Studio,43de438b,Los Angeles,1,1,2020-09-30,2020-09-30
Sebastopol Grange,43d1af07,Sebastopol,1,1,2018-08-26,2018-08-26
Billboard,43d6d30b,Los Angeles,1,1,2020-04-02,2020-04-02
Wildwood Skate Shop,43d1938f,Lodi,1,1,2022-11-12,2022-11-12
Theatre on the Ridge,3bd1ac00,Paradise,1,1,2020-01-07,2020-01-07
Monarch,13d3ed55,San Francisco,1,1,2019-09-07,2019-09-07
Pilgrim Congregational Church,63d23ee7,Redding,1,1,2020-01-08,2020-01-08
Find The Good,3df89e3,Santa Ana,1,1,2019-09-06,2019-09-06
Humphreys Backstage Live,53d29bb9,San Diego,1,1,2020-02-16,2020-02-16
Water Tower Sessions ROW DTLA,2bd3689e,Los Angeles,1,1,2019-10-08,2019-10-08
Old Style Guitar Shop,1bd76988,Los Angeles,1,1,2020-06-28,2020-06-28
KALW Studios,43d2ffd3,San Francisco,1,1,2019-09-14,2019-09-14
Hollywood Blvd,6bd7f6e2,Los Angeles,1,1,2020-02-22,2020-02-22
Idyllwild Brewpuub,73d3faa9,Idyllwild,1,1,2019-08-17,2019-08-17
"The Mall, Jet Propulsion Laboratory",6bd23aa6,Pasadena,1,1,2020-06-07,2020-06-07
Moonlight Amphitheatre,4bd5cb3a,Vista,1,1,2019-10-26,2019-10-26
Spreckels Organ Pavilion,1bd40d08,San Diego,1,1,2020-02-15,2020-02-15
Live In Front of a Studio Audience,6bd0ca0a,Culver City,1,1,2019-12-18,2019-12-18
Art Theatre of Long Beach,63d39efb,Long Beach,1,1,2020-02-12,2020-02-12
Regency Bruin Theater,53dee7a1,Los Angeles,1,1,2019-11-02,2019-11-02
Icehouse Arts Complex,73d36e19,Long Beach,1,1,2020-01-17,2020-01-17
SoCal Honda Sound Stage,73d32225,Los Angeles,1,1,2019-08-28,2019-08-28
The F.T.N. Lot,6bd37af6,Santa Rosa,1,1,2019-10-25,2019-10-25
San Benito County Historical Park,43d183e3,Tres Pinos,1,1,2018-08-10,2018-08-10
El Gallo Negro,23dee8bf,Windsor,1,1,2019-09-21,2019-09-21
Garibaldina Society,3bd398c0,Los Angeles,1,1,2019-11-18,2019-11-18
Livermore Valley Performing Arts Center,53d39f31,Livermore,1,1,2019-11-11,2019-11-11
Glenn County Fairgrounds,1bd29d74,Orland,1,1,2019-08-24,2019-08-24
Opera House Saloon,13d081c1,Roseville,1,1,2019-09-18,2019-09-18
Green Hills Country Club,3bd050d0,Millbrae,1,1,2022-10-01,2022-10-01
Steve Jobs Theater Pavilion,23d3c88f,Cupertino,1,1,2019-12-04,2019-12-04
BFF.fm Studios,bd35daa,San Francisco,1,1,2019-10-19,2019-10-19
Alo House,7bd01210,Silver Lake,1,1,2019-12-08,2019-12-08
CatHouse,1bd19d60,San Luis Obispo,1,1,2019-09-24,2019-09-24
Tuscan Wine Village,4bd0133a,Lockeford,1,1,2019-11-09,2019-11-09
Self Help Graphics & Art,33d2d445,Los Angeles,1,1,2019-11-02,2019-11-02
Goorin Retail Store,3d32dfb,San Francisco,1,1,2019-10-24,2019-10-24
Topgolf,5bd17ff0,Roseville,1,1,2019-11-02,2019-11-02
Hurley Studios,6bd5be3e,Costa Mesa,1,1,2019-08-16,2019-08-16
Taglyan Cultural Complex,63d32213,Los Angeles,1,1,2019-11-21,2019-11-21
Hornblower Cruise,33d27c31,San Francisco,1,1,2019-08-18,2019-08-18
White Park,7bd3221c,Riverside,1,1,2019-10-19,2019-10-19
Lille Aeske Arthouse,3bd35ca0,Boulder Creek,1,1,2019-10-26,2019-10-26
The Battery,bd5e1b6,San Francisco,1,1,2019-09-21,2019-09-21
Purple Room Restaurant and Stage,73d5fa39,Palm Springs,1,1,2019-09-07,2019-09-07
Public Library,5bd26bf0,Oceanside,1,1,2018-09-13,2018-09-13
Mission Valley YMCA Skatepark,3d45113,San Diego,1,1,2019-09-21,2019-09-21
Greenwood Community Center,13d275b5,Elk,1,1,2019-09-28,2019-09-28
Annenberg Performance Space,2bd3e8ba,Santa Monica,1,1,2019-09-12,2019-09-12
Harley Davidson of Glendale,73d2768d,Glendale,1,1,2018-08-18,2018-08-18
Pleasant Grove Barn Dance Hootenanny,13d3f16d,Pleasant Grove,1,1,2019-08-23,2019-08-23
Los Angeles County Museum of Art,6bd5766a,Los Angeles,1,1,2018-10-05,2018-10-05
Crawdad's River Cantina,3bd76c9c,Sacramento,1,1,2019-09-21,2019-09-21
KMEL 106 VIP Lounge,53d13f5d,San Francisco,1,1,2019-10-30,2019-10-30
Private Venue,63d3ce43,Huntington Beach,1,1,2019-11-29,2019-11-29
Carson Mansion,5bd33f10,Eureka,1,1,2019-12-06,2019-12-06
"Main Stage, Castro Street Fair",3d28dff,San Francisco,1,1,2018-10-07,2018-10-07
Irvine Presbyterian Church,53d21fed,Irvine,1,1,2018-08-05,2018-08-05
The Lounge at The Fillmore,23d2f02b,San Francisco,1,1,2018-08-07,2018-08-07
NRG Recording Studios,2bd368b6,Los Angeles,1,1,2020-08-01,2020-08-01
Sushi Confidential,63d2729f,San Jose,1,1,2018-11-09,2018-11-09
Cocoanut Grove Ballroom,1bd38dcc,Santa Cruz,1,1,2018-10-05,2018-10-05
H&M West Hollywood,1bd255f0,West Hollywood,1,1,2018-10-03,2018-10-03
House Concert,73de2e21,Castro Valley,1,1,2022-09-25,2022-09-25
Gardner's Grove,6bd0e696,Clarksburg,1,1,2018-09-01,2018-09-01
The Complex Recording Studio,23d454db,San Francisco,1,1,2020-12-11,2020-12-11
Green Apple Books,43d243e7,San Francisco,1,1,2018-11-13,2018-11-13
City Center Bishop Ranch,33d07835,San Ramon,1,1,2019-11-22,2019-11-22
Pixels,23d53c6f,Riverside,1,1,2018-11-04,2018-11-04
KIIS FM,73d61a59,Los Angeles,1,1,2020-03-03,2020-03-03
The Basement of 515 W 7th St,4bde4f8a,Los Angeles,1,1,2018-10-03,2018-10-03
Shutters on the Beach,3d03d93,Santa Monica,1,1,2018-10-28,2018-10-28
Hornblower Cruise,23d4e473,San Diego,1,1,2018-10-18,2018-10-18
Westfield Century City Mall,1bd76d68,Los Angeles,1,1,2020-01-25,2020-01-25
Lucille's Smokehouse Bar-B-Que,23d358af,Tustin,1,1,2018-12-15,2018-12-15
Mack Sennett Stage,3bd43c24,Los Angeles,1,1,2019-11-02,2019-11-02
Veterans Memorial Center,43d29bdb,Davis,1,1,2018-10-09,2018-10-09
EOS Lounge,7bd166d8,Santa Barbara,1,1,2019-11-02,2019-11-02
Pacific Pinball Museum,53d1af19,Alameda,1,1,2018-10-13,2018-10-13
Private Venue,33d310f9,Santa Clarita,1,1,2019-11-03,2019-11-03
Humboldt State University,23d7c8cf,Arcata,1,1,2018-09-22,2018-09-22
Private Venue,4bd277e6,Monterey Park,1,1,2018-08-15,2018-08-15
The Camp Transformation Center,bd2710e,Santa Clarita,1,1,2018-08-16,2018-08-16
Shannon's At The Top,4bd1ff36,Long Beach,1,1,2018-10-27,2018-10-27
Sweetwater Union High School,bd39906,National City,1,1,2018-10-11,2018-10-11
City Market Social House,2bdebc5a,Los Angeles,1,1,2018-09-13,2018-09-13
Kilos Cantina,bd0e102,Thousand Palms,1,1,2018-10-17,2018-10-17
Kaiser Rooftop Garden,1bd0f1c0,Oakland,1,1,2018-08-10,2018-08-10
Cecconi's Restaurant,3d42ddf,Los Angeles,1,1,2018-09-15,2018-09-15
Mission Tiki Drive in,bd3e10e,Montclair,1,1,2020-07-25,2020-07-25
City Lights Bookstore,1bd3d9f4,San Francisco,1,1,2018-10-31,2018-10-31
Skull Rock,53d45f39,Mojave Desert,1,1,2020-05-18,2020-05-18
Colorado Blvd & Eagle Rock Blvd,1bd135b4,Los Angeles,1,1,2018-10-06,2018-10-06
Private Venue,33d3a0bd,Hermosa Beach,1,1,2020-05-30,2020-05-30
The Morgue,3d2556b,Davis,1,1,2018-08-17,2018-08-17
Simi Valley Drive-In,4bd367f2,Simi Valley,1,1,2020-08-16,2020-08-16
Gnarly Deli,6bd05652,Chico,1,1,2022-10-05,2022-10-05
Stanley Recordings,53deaf49,Los Angeles,1,1,2020-10-10,2020-10-10
Alcazar Theatre,63d5b6fb,San Francisco,1,1,2022-12-03,2022-12-03
The Getty,43d097a3,Los Angeles,1,1,2020-02-16,2020-02-16
Simi Valley Town Center,2bde3006,Simi Valley,1,1,2022-10-15,2022-10-15
Dwellpoint,23d004ff,Sacramento,1,1,2020-07-16,2020-07-16
Bach Dynamite & Dancing Society,4bd26f56,Half Moon Bay,1,1,2022-11-20,2022-11-20
Orson's Belly,23d32883,San Francisco,1,1,2020-02-21,2020-02-21
Rolling Greens,73d3922d,Los Angeles,1,1,2022-10-01,2022-10-01
Pussy Palace,53dfabc1,Oakland,1,1,2021-12-31,2021-12-31
Private Venue,3d051e3,Hemet,1,1,2022-10-29,2022-10-29
Brewsters,53d3531d,Petaluma,1,1,2020-09-27,2020-09-27
Veteran's Park,bd01176,Big Bear Lake,1,1,2022-09-24,2022-09-24
Rem's Vegas Sports Lounge,7bd3aecc,Yorba Linda,1,1,2018-08-16,2018-08-16
Lake Forest Sports Park and Recreation Center,1bd595f0,Lake Forest,1,1,2022-08-27,2022-08-27
Small Wonder,7bd36288,Oakland,1,1,2018-12-22,2018-12-22
KT Base Bar,bd1bd86,Olympic Valley,1,1,2022-12-17,2022-12-17
Pleasant Grove Community Church,3d00553,Roseville,1,1,2021-12-11,2021-12-11
McClaren Hall Room 252,53d04305,San Francisco,1,1,2022-08-25,2022-08-25
Hapa's Brewing Company,1bd1d560,San Jose,1,1,2022-12-17,2022-12-17
Conservatory of Flowers,13d39d75,San Francisco,1,1,2022-09-15,2022-09-15
LOT 613,4bd79b6e,Los Angeles,1,1,2018-11-17,2018-11-17
Ross House,73d0625d,Los Angeles,1,1,2022-09-28,2022-09-28
The Hilton San Diego,73d262b1,San Diego,1,1,2018-12-06,2018-12-06
Gene Autry Museum,5bd63324,Los Angeles,1,1,2022-10-29,2022-10-29
Hard Rock Hotel,1bd76d04,San Diego,1,1,2018-12-29,2018-12-29
Permanent Records,33d2d8d9,Los Angeles,1,1,2022-09-14,2022-09-14
Cancun Ole' Night Club,3bd17474,East Los Angeles,1,1,2018-12-29,2018-12-29
Tiny Desk (Home),1bd0d1a8,Glendale,1,1,2021-12-07,2021-12-07
The Stowaway,23d05023,Los Angeles,1,1,2022-10-31,2022-10-31
Culver Beer Co.,6bd0d6c6,Carlsbad,1,1,2021-12-11,2021-12-11
Heather Farm Park,1bd4811c,Walnut Creek,1,1,2018-08-18,2018-08-18
The Cove,6bd0d646,Murrieta,1,1,2021-12-02,2021-12-02
Black Cat Bar,4bd47fbe,San Diego,1,1,2022-11-18,2022-11-18
Private Venue,2bd34012,Pasadena,1,1,2020-12-20,2020-12-20
Vertexx,13d085dd,Los Angeles,1,1,2018-12-01,2018-12-01
Arena Theater,63d77ecb,Point Arena,1,1,2020-02-22,2020-02-22
Top of the Notch,5bd21314,Mount Baldy,1,1,2018-08-04,2018-08-04
Out of Bounds Craft Kitchen and Biergarten,13d32ded,Folsom,1,1,2020-02-01,2020-02-01
Los Encinos State Historic Park,13d53d6d,Los Angeles,1,1,2022-09-17,2022-09-17
Perqs,4bd3a34a,Huntington Beach,1,1,2020-01-17,2020-01-17
SmileFest,6bd06e62,Los Angeles,1,1,2022-09-03,2022-09-03
Private Venue,53d09b95,Mokelumne City,1,1,2020-01-11,2020-01-11
Study Hollywood,5bde4f28,Los Angeles,1,1,2018-09-21,2018-09-21
"",4bd5ffd2,Montebello,1,1,2020-10-21,2020-10-21
Channel 933 Studios,53d59bf1,San Diego,1,1,2018-11-09,2018-11-09
Elysian Park,4bd4ffd2,Los Angeles,1,1,2020-10-10,2020-10-10
The Lucky Horseshoe,13d0f181,San Francisco,1,1,2021-12-04,2021-12-04
The Tunstall Arms,43d37f43,Los Angeles,1,1,2020-06-04,2020-06-04
Orinda Theatre,6bd3ba76,Orinda,1,1,2018-10-08,2018-10-08
Private Venue,53d35335,Sonoma,1,1,2020-10-31,2020-10-31
Shaolin Temple Cultural Center,53d27799,Temple City,1,1,2018-10-28,2018-10-28
Theatre 5150,23d008d3,Carmichael,1,1,2020-01-10,2020-01-10
Spoke bicycle cafe,23d0e8a3,Los Angeles,1,1,2022-09-02,2022-09-02
Private Location,3d1d96f,La Mesa,1,1,2020-12-25,2020-12-25
San Francisco Botanical Garden,63d22ecb,San Francisco,1,1,2022-09-17,2022-09-17
Wild Eye Pub,4bd3f35e,Grass Valley,1,1,2020-02-21,2020-02-21
Port of Redwood City,43d06bff,Redwood City,1,1,2022-11-19,2022-11-19
JamBase Headquarters,2bd4dc36,San Francisco,1,1,2020-12-27,2020-12-27
"",bd60dd6,Redlands,1,1,2018-11-10,2018-11-10
YouTube Studios,2bd7282e,Los Angeles,1,1,2020-12-11,2020-12-11
The Virgil,43d5a3e7,Los Angeles,1,1,2018-08-10,2018-08-10
Citadel Outlets,7bd5a674,Los Angeles,1,1,2020-10-03,2020-10-03
Union Theater,5bd26728,San Diego,1,1,2018-11-30,2018-11-30
Distant Brewing,63d0e2bf,Mammoth Lakes,1,1,2020-01-24,2020-01-24
Bell Tower Center,6bd26616,Rancho Santa Margarita,1,1,2018-11-24,2018-11-24
Balboa Terrace,3bd1a890,San Francisco,1,1,2020-11-14,2020-11-14
Paradise Airport,1bd2a5ac,Paradise,1,1,2018-09-08,2018-09-08
Canter's Deli,33d4c435,Los Angeles,1,1,2020-06-26,2020-06-26
Rhythm n Vibes,53de6381,Los Angeles,1,1,2022-11-13,2022-11-13
Apple Campus,43d3a7df,Cupertino,1,1,2019-10-25,2019-10-25
City Nights Club,4bd56b6a,San Francisco,1,1,2022-10-21,2022-10-21
Oshman Family Jewish Community Center,1bd5b544,Palo Alto,1,1,2019-12-29,2019-12-29
Clarion Alley,43de8feb,San Francisco,1,1,2018-10-27,2018-10-27
Academy Theater,3bd38cf4,Los Angeles,1,1,2019-08-18,2019-08-18
Maxson Road House,3d185ab,South El Monte,1,1,2022-10-23,2022-10-23
Reseda Rising,2bd3dc1a,Los Angeles,1,1,2019-09-21,2019-09-21
Alila Marea Beach Resort,13d01d99,Encinitas,1,1,2022-11-10,2022-11-10
Bolsa Chica State Beach,7bd2aa64,Huntington Beach,1,1,2019-10-26,2019-10-26
Millhaüs,1bd03dd4,San Diego,1,1,2018-12-31,2018-12-31
Hammer Theatre Center,6bd3da92,San Jose,1,1,2019-12-07,2019-12-07
Narducci's Cafe,73d482c5,Bakersfield,1,1,2022-12-30,2022-12-30
1 Front St.,53d3cb4d,San Francisco,1,1,2019-12-05,2019-12-05
Ascendo Coffee,2bd12c46,San Luis Obispo,1,1,2022-11-24,2022-11-24
Arts District Apartment,6bdec22a,Los Angeles,1,1,2019-09-01,2019-09-01
Warehouse Huntington Park,2bd34c0a,Los Angeles,1,1,2018-10-20,2018-10-20
Chris’s New Harbor Bar,13d0f125,Belmont,1,1,2019-12-07,2019-12-07
Player One Arcade Bar,1bd051d4,Los Angeles,1,1,2022-10-29,2022-10-29
Fairmont Miramar Hotel,43d32f5f,Santa Monica,1,1,2019-10-24,2019-10-24
Rancho Bernardo Community Presbyterian Church,53d05bcd,San Diego,1,1,2022-10-16,2022-10-16
Agency Coffee Company,7bdffe74,Los Angeles,1,1,2019-11-17,2019-11-17
Daddy Diamonds,4bd1bf62,Los Angeles,1,1,2022-12-17,2022-12-17
Getty Center,43d65ff3,Los Angeles,1,1,2019-09-14,2019-09-14
Kresge Town Hall,3d0ad73,Santa Cruz,1,1,2022-10-01,2022-10-01
The Three Clubs,23d6d4a3,Los Angeles,1,1,2019-12-04,2019-12-04
Secret Island,1bd029f8,Long Beach,1,1,2022-09-16,2022-09-16
